oper_num	bid_sector	iati_sector	description
NL-KVK-27108436-A-03792-02:MX	1	31110	"In 2013, Oxfam Mexico identified two major challenges: securing the institutions financial viability in the absence of sufficient unrestricted income; and increasing the quality and impact of its programme. In September 2013, OMX shared  this  situation  with the  OI Board  and  EDs  Group,  and  agreed  with  the  Secretariat  a series  of actions  to accompany the organization in a processof clarifying and defining strategies for its future stability and growth.Between October 2013 and January 2014, the organization received several high-¬-level advisory visits from the Confederation,  and underwent  an intense  process  of reflection  withinthe operational  team and board.  From a starting point of the institutions financial challenge, this reflection allowed the team to revisit the organization in a holistic  way,  identifying  opportunities to build over the coming  years  a more  vibrant,  sustainable,  relevant  and influential Oxfam in Mexico.In February  2014, Oxfam  Mexico  shared  with the Confederation  a Stability  and Growth  Plan, the result of the process described  above.  This plan outlines  the principle  objectives  and strategies  tostrengthen  Oxfam  Mexico over the next three years, and specifies the financial support needed from the Confederation.  The plan is also a basis to orientate a dynamic of greater interaction  programmatic, conceptual and financial -¬-   between OMX and OI within the framework of the 2020 vision.After  five  years  as  Oxfam Mexico,  Oxfam Mexicohas  demonstrated   the  relevance  and  importance   of  having  a  national and autonomous  Oxfam  in Mexico.  The Oxfam  model  adds value to the work of civil society  inMexico;  and Oxfam Mexico supports  the  Confederations  vision  of  being  a more  global  and  representative  movement  in  the fight against poverty and injustice.PROGRESS AND OPPORTUNITIES IN STRATEGIC PROGRAMME AREASOMXs Stability and Growth Plan prioritizes four main institutional areas over the next three years:1.	Strengthening our programmatic and campaigns model.2.	Positioning and income generation.3.	Strengthening and institutional and administrative development.4.	Strengthening our institutional governance.This proposal responds to priorities 1 and 3 of OMXs plan  strengthening our programmatic and campaigns model; and strengthening our institutional and administrative development, -¬-   as well as to Oxfam Mexicos engagement with Oxfam 2020.Overall program: 1.2, OI 8Program 1: Sustainable livelihoods"
XI-IATI-EC_ECHO-ECHO/DRF/BUD/2013/92022	FOOD	72050	
IADB-ME-L1147	AS-AGR	14031	The program will continue supporting the Government of Mexico¿s efforts to expand the coverage of water and sanitation services in communities with up to 2,500 inhabitants, in which community management of systems will be promoted, serving primarily highly and very highly marginalized communities, giving priority to those located in municipios identified in the National Crusade against Hunger. The program will, on an exceptional basis, also consider communities of 2,500 to less than 15,000 inhabitants, where it will promote the design and implementation of service management arrangements aligned with the characteristics of the communities
XM-DAC-41114-OUTPUT-00092100	1	15110	Fortalecimiento e Institucionalización de la Perspectiva de Género en las Políticas Públicas Estatales y Municipales de Yucatán y Quintana Roo.
NL-KVK-27108436-A-04166-02:MX	1	31110	The project covers BRICSAM between Oxfam Novib and Oxfam Mexico for the period 1st1st August 2014 to 31st July 2015. This is in line with the proposal that has been received on 11th July 2014 and discussed with Harrie Oostingh, coordinator Bricsam at Oxfam Novib (on 30th October 2014).Oxfam Internationals decision to incorporate new members, especially from emerging developing countries, is part of its aim to become a more global, relevant and effective organization to promote social change as a culturally diverseconfederation working from several different priority approaches and strategies.Oxfam Mexico (OM) is the first formal member ofthe confederation incorporated through this process. As a Mexican organization with a history of its own and links to other Latin American countries, Oxfam Mexico joined the confederation with the perspective of Oxfams role in the region, hoping to contribute toenrich it.This project will Strengthening Oxfam Mexicos Campaigns and Advocacy Strategy for the period 1st August 2014 to 31stJuly 2015. This proposal includes 1) continuing with OMX's campaging work in global spaces; 2) Closing GROW Campaign, focusing on the Right to Food in Mexico and in LAC and the Agricultural Reform in Mexico; and 3) Designing and launching the inequality campaign in Mexico.Overall program: 1.2, OI 8
XM-DAC-301-2-107775-001	00002	12240	As urban populations grow in developing countries, promoting inclusive growth that ensures food security for all is critical. This project will offer new insights into the informal food sector, and identify entrepreneurship and job opportunities for women and youth.Growth in urban populationsThe urban population in developing countries is expected to exceed 50% for the first time by 2020. Over the next 30 years, these cities will absorb 95% of urban growth. By 2030, they will be home to almost 4 billion people, or 80% of the world's urban population.As people move to the cities, there is a growing crisis of food insecurity. Food prices are high and incomes are low. Even in countries experiencing rapid economic growth, food insecurity is a major challenge. Within this context, the urban food economy is an important laboratory for examining whether and how inclusive growth strategies can have a positive impact by encouraging entrepreneurship, raising incomes, alleviating poverty, and mitigating the crisis of food insecurity.The Hungry Cities InitiativeThe goal of the Hungry Cities Initiative is to promote inclusive growth in the informal food sector through research on policy approaches that enable it, combined with measures that support entrepreneurship and decent employment. The Hungry Cities Initiative seeks to provide a global perspective on the links between three major transformation processes: rapid urbanization, the crisis of food insecurity, and the informal economy's emergence as the major source of livelihood for urban poor, including women and youth.The African Centre for Cities at the University of Cape Town (South Africa) and the Balsillie School of International Affairs at Wilfrid Laurier University (Canada) run the Hungry Cities Initiative. They work with five other Canadian universities, together with researchers and municipal governments in seven cities in Africa, Asia, and the Caribbean.How this research will make a differenceThe research team will analyze formal and informal urban food systems in the partner cities, how they interact, how they are governed, and their respective contribution to food security and inclusive growth.This project will:-provide evidence of entrepreneurial challenges and opportunities in the urban informal food system;-identify potential opportunities for women and youth to be incorporated as entrepreneurs and employees with decent jobs;-deliver knowledge through workshops, training, and consultations to inform policy and practice at the municipal level on enterprise development, entrepreneurship, and innovation in the informal food economy;-support 24 students (one post-doctoral, three PhD and 20 master's students) to develop research and collaborate with their Canadian peers; and-offer six policy workshops on urban food security and inclusive growth.The International Partnerships for Sustainable Societies program is funding this project. Team members from Africa, Asia, and the Caribbean are largely supported by IDRC. The Social Sciences and Humanities Research Council of Canada provides support to the Canadian team.
XM-DAC-41114-OUTPUT-00092007	2	15150	La finalidad del presente proyecto es elaborar una propuesta dirigida a la construcción de lineamientos para el impulso, la conformación, la organización y el funcionamiento de los mecanismos de participación ciudadana de la APF de México.
XI-IATI-EC_ECHO-ECHO/CHD/BUD/2014/91007	PROT	72010	
XM-DAC-301-2-107231-004	00005	43082	As it affirms its status as a middle- income region, Latin America and the Caribbean has experienced changes in research for development funding. Traditional donors have withdrawn their funding. With stronger economies, governments in the region have increased spending on science, technology, and innovation (STI). They have also enhanced their outgoing international scientific cooperation.Despite the signs pointing to increased regional cooperation in STI for development, there are large knowledge gaps about the details of this type of collaboration. These can only begin to be filled by answering the following questions:-Are efforts to support applied research for development the outcome of deliberate political decisions to support this type of research or the result of a bottom-up demand to dedicate STI resources, or a combination of both?- What proportion of new and existing STI funding is being dedicated to research for development in countries leading the push for more STI funding in the region?- How does each country define this type of applied research?- How do these countries partner with neighbouring countries, or countries facing similar socio-economic challenges, for research for development projects?- What specific research issues do these countries wish to pursue through collaboration with other countries in the Americas?- Is research on the determinants of equitable economic growth and sustainable development present in these work agendas? How?This project will establish four Joint Scientific Chairs for Research for Development in the Americas to support and manage cooperation in research for development in the Americas. This support will be offered in collaboration with local partners (national or state science granting councils or other public research funding agencies) in Brazil, Chile, Colombia, and Mexico. Chairs will focus their research on hemispheric cooperation. They will also examine their country's role in supporting research for equitable and sustainable development at the national and regional levels. They will study and share evidence from successful Latin American cases. In doing so, the Chairs will improve domestic and international communication and coordination on the role of science and research in development. Ultimately, this will help stimulate this type of cooperation in the future.IDRC will contribute a maximum of $200,000 for each Chair to implement a research program which considers the characteristics of each country and its focus area of cooperation within the region. Chairs will be located in research institutions with sound track records of collaborating with the national scientific granting councils from each of the four countries. IDRC and a national scientific granting agency from each of the four countries will manage the selection process.
NL-KVK-27108436-A-03923-05:MX	4	15150	"Only a relatively small number of companies in the Global South and emerging economies are actively engaged in the topic of business and human rights, and an even smaller group have publicly available policies or information about their human rights due diligenceapproaches. There is an urgent need to scale up learning about what works in meeting the responsibility to respect in the Global South and emerging economies, including among small and medium-size companies (SMEs), and to engage civil society stakeholders in thatdiscussion.The projects objectives therefore are to:	Contribute to greater awareness among companies in the South and emerging economies of their responsibility to respect under the UNGPs;	Build the capacity of companies and civil society actors in those countries to support improved business respect for human rights on the ground; and	Share the learning gained among a wider audience of interested stakeholders through a new, independent online portal.This project will explore perspectives from companies and civil society actors on challenges in, and effective approaches to, implementation of the responsibility to respect through engagement with four key countries  Indonesia, Mexico, South Africa and Turkey. The partners will draw on the support and engagement ofboth local UNThis project is being executed jointly by SHIFT, the UN Global Compact and Oxfam. Global Compact networks as well as Oxfam country offices and local civil society networks in the four countries are involved."
NL-KVK-27108436-A-03923-05:MX	4	15150	"Only a relatively small number of companies in the Global South and emerging economies are actively engaged in the topic of business and human rights, and an even smaller group have publicly available policies or information about their human rights due diligenceapproaches. There is an urgent need to scale up learning about what works in meeting the responsibility to respect in the Global South and emerging economies, including among small and medium-size companies (SMEs), and to engage civil society stakeholders in thatdiscussion.The projects objectives therefore are to:	Contribute to greater awareness among companies in the South and emerging economies of their responsibility to respect under the UNGPs;	Build the capacity of companies and civil society actors in those countries to support improved business respect for human rights on the ground; and	Share the learning gained among a wider audience of interested stakeholders through a new, independent online portal.This project will explore perspectives from companies and civil society actors on challenges in, and effective approaches to, implementation of the responsibility to respect through engagement with four key countries  Indonesia, Mexico, South Africa and Turkey. The partners will draw on the support and engagement ofboth local UNThis project is being executed jointly by SHIFT, the UN Global Compact and Oxfam. Global Compact networks as well as Oxfam country offices and local civil society networks in the four countries are involved."
XM-DAC-301-2-107731-001	00002	12110	Non-communicable diseases (NCDs) are responsible for three out of every four deaths in Latin America. Poor diet is increasingly contributing to preventable, premature deaths and illnesses related to NCDs. This project will monitor and benchmark food policies and environments in Mexico and Chile to address the problem. Specifically, it aims to enhance government and private sector accountability to increase healthy foods, and reduce obesity and diet-related NCDs.Demographic changes in Latin America, combined with shifting nutritional habits, have led to increases in obesity and diabetes rates. Globally, researchers have found that unhealthy food environments drive unhealthy diets. However, there is a lack of rigorous and comparable data from Latin American countries.Food environments are defined as the collective physical, economic, policy, and socio-cultural surroundings, opportunities, and conditions that influence people's food consumption patterns.The core premise of this project is that regular, comparable monitoring of food environments and the policies shaping them will allow evaluation of the impact of national food policies on obesity and NCDs, especially when surveyed across countries and over time.The project team will conduct the research in Chile and Mexico. Researchers will use the monitoring tools developed by the INFORMAS network (International Network for Food and Obesity/Non-Communicable Diseases Research, Monitoring and Action Support). INFORMAS is a global network of public interest organizations and researchers that aims to monitor, benchmark, and support public and private sector actions to-create healthy food environments-reduce obesity and non-communicable diseases-reduce the inequalities caused by obesity and NCDsThis project represents the first attempt to extensively evaluate and compare food environments and policies using the INFORMAS methods outside of high-income countries. The project team will test a package of research tools that may be applied globally to inform obesity prevention strategies.This research is timely, specifically in Chile and Mexico, where both countries are experimenting with innovative policies to deal with overweight and obesity rates that are among the highest in the world.
XM-DAC-301-2-107731-002	00002	12110	Non-communicable diseases (NCDs) are responsible for three out of every four deaths in Latin America. Poor diet is increasingly contributing to preventable, premature deaths and illnesses related to NCDs. This project will monitor and benchmark food policies and environments in Mexico and Chile to address the problem. Specifically, it aims to enhance government and private sector accountability to increase healthy foods, and reduce obesity and diet-related NCDs.Demographic changes in Latin America, combined with shifting nutritional habits, have led to increases in obesity and diabetes rates. Globally, researchers have found that unhealthy food environments drive unhealthy diets. However, there is a lack of rigorous and comparable data from Latin American countries.Food environments are defined as the collective physical, economic, policy, and socio-cultural surroundings, opportunities, and conditions that influence people's food consumption patterns.The core premise of this project is that regular, comparable monitoring of food environments and the policies shaping them will allow evaluation of the impact of national food policies on obesity and NCDs, especially when surveyed across countries and over time.The project team will conduct the research in Chile and Mexico. Researchers will use the monitoring tools developed by the INFORMAS network (International Network for Food and Obesity/Non-Communicable Diseases Research, Monitoring and Action Support). INFORMAS is a global network of public interest organizations and researchers that aims to monitor, benchmark, and support public and private sector actions to-create healthy food environments-reduce obesity and non-communicable diseases-reduce the inequalities caused by obesity and NCDsThis project represents the first attempt to extensively evaluate and compare food environments and policies using the INFORMAS methods outside of high-income countries. The project team will test a package of research tools that may be applied globally to inform obesity prevention strategies.This research is timely, specifically in Chile and Mexico, where both countries are experimenting with innovative policies to deal with overweight and obesity rates that are among the highest in the world.
XM-DAC-41114-OUTPUT-00092114	1	51010	El objetivo del Proyecto es el de fortalecer el Sistema Nacional de Salvaguardas de REDD+ en México, en sintonía con la Ley General de Desarrollo Forestal Sustentable (LDFS) y la Estrategia Nacional en materia de REDD+ (ENAREDD+).
XM-DAC-41114-OUTPUT-00092169	1	23010	Salvaguardar la biodiversidad de México que sea de importancia global mediante el establecimiento de instrumentos y capacidades que garanticen el funcionamiento eficaz y sustentable de AP.
XM-DAC-41114-OUTPUT-00089333	1	23010	El objetivo de la propuesta de proyecto es salvaguardar la biodiversidad de importancia global en ecosistemas vulnerables, mediante la creación de capacidades para prevenir, detectar, controlar y manejar las EEI en México.
IADB-ME-L1142	IS-VOC	16020	Contribute to improve the level of competencies of the graduates of upper secondary education and vocational education and training and, therefore, their possibilities for employability.
XM-DAC-41114-OUTPUT-00092262	2	15150	EL objetivo principal de este proyecto es que los y las jóvenes entre los 18 y 29 años generen una propuesta de marco legislativo y políticas públicas para las juventudes con enfoque de derechos a nivel nacional y local.
IADB-ME-L1145	FM-FES	24030	The objective of the First Program under the CCLIP line ME-X1021 will be to support government efforts for strengthening that productivity and competitiveness of eligible rural economic units, promoting at the same time a rational use of natural resources.
IADB-ME-L1161	FM-BNK	24010	x
IADB-ME-L1144	RM-FIS	15111	The program's objective is the recovery of the contributive capacity of the Mexican tax system. The strategy will be oriented to reduce to the maximum the various tax incentives especially in those instruments that, because of their structure, have comparative advantages to generate revenue in a less distortionary manner, such as the VAT and the income tax. Also, the tax administration will be strengthened through the simplification of tax legislation and the impulse to voluntary compliance.
XM-DAC-41114-OUTPUT-00092775	1	15110	Desarrollar una Estrategia de Inclusión Social Institucional en pro de espacios laborales incluyentes y libres de discriminación para mujeres, personas con discapacidad y población LGBTTI.
IADB-ME-L1111	RM-SUB	15112	The program's objective, which coincides with that of the CCLIP ME-X1002, is to contribute to the improvement of public infrastructure, public services and institutional strenghtening of GSN and EPSP. The specific objectives of the program are: (i) increase investment financing aimed at GSN and EPSP; (ii) strengthen GSN in areas such as planning, fiscal and investments management, amongst others, in a fiscal and financial sustainable framework; and (iii) expand the innovation programs of technical assistence and investments directed to the GSN and EPSP.
XM-DAC-301-2-107968-001	00002	16020	Despite the region's progress in reducing poverty, 165 million people in Latin America (28% of its population) live in poverty. The pace of extreme poverty reduction has slowed in recent years. Large segments of the population are still vulnerable, and suffer from social and economic exclusion. This project will address that challenge.From poverty to self-sufficiencyResearchers will build on the work of non-profit organizations that have implemented graduation pilots. These aim to enhance the assets that allow households to become self-sufficient, and build knowledge to cope with shocks without falling back into extreme poverty. These pilots offer:-consumption support-savings mobilization-financial literacy-livelihoods training-asset transferTesting new approachesIn partnership with the Ford Foundation, researchers will build on earlier work to test innovations and generate evidence on how to take them to scale. The project will help move large numbers of the extreme poor (mostly women) into the market economy by preparing them for self-employment and teaching them to use formal financial services.The innovations to be tested include:-using information and communication technologies for training and coaching-introducing cash instead of in-kind transfers-working with the private sector to find market channels for micro-entrepreneurs'products and services-examining how cash transfer safety nets for youth, combined with training and coaching, can create sustainable pathways out of extreme povertyThe project team will work with governments in Brazil, Colombia, El Salvador, Paraguay, and Mexico to form critical partnerships so that pilots can be taken to scale. The innovations developed through this project will help reduce costs, standardize, simplify, and facilitate implementation.The project will explore gender differences to determine program approaches that will allow vulnerable women to benefit equally. It will also help identify interventions to foster women's economic empowerment.
XM-DAC-41304-912MEX4001	CLT	16066	"Dans le cadre de l'accord entre le Bureau de l'UNESCO à Mexico et la municipalité de Cozumel, Quintana Roo et, comme suite à la rencontre internationale intitulée ""Le rôle de l'archéoastronomie au monde maya: l'étude de cas de l'île de Cozumel"", qui s'est tenue en août 2014, le Bureau de Mexico fournira assistance technique a la municipalité afin d'accompagner la mise en place des recommandations tirées de cette rencontre. Cette acompagnement a pour objectif de promouvoir la valorisation, la conservation et le suivi du patrimoine culturel maya de l'île. De même de prouvoir la recherche dans le champ de l'archéoastronomie maya."
XM-DAC-41114-OUTPUT-00092794	1	15110	El objetivo  es contribuir a la institucionalidad de PROSPERA Programa de Inclusión Social, mediante el fortalecimiento de los procedimientos para integrar el padrón de beneficiarios.
XM-DAC-301-2-108017-001	00004	16020	"A decade of continuous growth, coupled with enhanced social investment, has reduced poverty and increased labour market opportunities in Latin America and the Caribbean region. However, young people are still waiting to see the benefits of this growth. This project will support a workshop to discuss the drivers and motivations of marginalized youth, develop research tools, and establish a joint research agenda on the issue.Employment outlook for young peopleThere are almost 110 million youth in Latin America, and most of them face acute problems when seeking a job. Despite higher educational levels, the employment outlook for young people is not promising. Of every three young workers, two are employed in precarious jobs.More than 20 million youth (almost 1 in 5) are""Not in Education, Employment, or Training,""also known as NEET. In the lowest fifth, 30% of youth are NEETs. Of the NEETs aged 15 to 18 in 2009, two-thirds were women.Falling into the NEET position causes frustration among youth. This can lead to social instability and affect democratic governance. In recent years, idle youth have been implicated in rising crime rates for many countries in the region.Jobs, social cohesion, stability, and prosperityThe interdependence between youth employment and social cohesion, democratic stability, and prosperity is broadly accepted. Yet, there are questions in most policy circles about how young people's labour market experience affects their engagement with their communities, their commitment to societal norms and values, and the accumulation of social capital (networks that benefit them).What interventions can address these relationships? How important is a positive labour market environment for youth for overall social cohesion?Many stakeholders are looking for new policy approaches, yet there are few clear insights on what these new approaches should look like. In this context, it is essential to develop an in-depth understanding and knowledge of youth priorities, and to assess possible solutions to the problem from young people's perspective.Research to find solutionsIDRC is exploring a partnership with the UK's Newton Fund and the Economic and Social Research Council to promote cost-effective approaches to support disadvantaged youth in four countries: Brazil, Chile, Colombia, and Mexico.The project team will survey youth who are directly affected by the NEET syndrome to understand the drivers that move youth into a NEET situation. It will also support a workshop in Santiago, Chile, in March 2015 with international researchers. Participants will refine the survey design to allow comparisons between the four participating countries.IDRC and Fundacio¿n Espacio Pu¿blico, a think tank in Chile, will organize the event. The workshop will also allow researchers from the four countries to discuss priorities for a research agenda. This will help inform future IDRC efforts to move ahead on this broader international partnership to address the employment, social, and other challenges facing youth."
XM-DAC-301-2-107231-005	00005	43082	As it affirms its status as a middle- income region, Latin America and the Caribbean has experienced changes in research for development funding. Traditional donors have withdrawn their funding. With stronger economies, governments in the region have increased spending on science, technology, and innovation (STI). They have also enhanced their outgoing international scientific cooperation.Despite the signs pointing to increased regional cooperation in STI for development, there are large knowledge gaps about the details of this type of collaboration. These can only begin to be filled by answering the following questions:-Are efforts to support applied research for development the outcome of deliberate political decisions to support this type of research or the result of a bottom-up demand to dedicate STI resources, or a combination of both?- What proportion of new and existing STI funding is being dedicated to research for development in countries leading the push for more STI funding in the region?- How does each country define this type of applied research?- How do these countries partner with neighbouring countries, or countries facing similar socio-economic challenges, for research for development projects?- What specific research issues do these countries wish to pursue through collaboration with other countries in the Americas?- Is research on the determinants of equitable economic growth and sustainable development present in these work agendas? How?This project will establish four Joint Scientific Chairs for Research for Development in the Americas to support and manage cooperation in research for development in the Americas. This support will be offered in collaboration with local partners (national or state science granting councils or other public research funding agencies) in Brazil, Chile, Colombia, and Mexico. Chairs will focus their research on hemispheric cooperation. They will also examine their country's role in supporting research for equitable and sustainable development at the national and regional levels. They will study and share evidence from successful Latin American cases. In doing so, the Chairs will improve domestic and international communication and coordination on the role of science and research in development. Ultimately, this will help stimulate this type of cooperation in the future.IDRC will contribute a maximum of $200,000 for each Chair to implement a research program which considers the characteristics of each country and its focus area of cooperation within the region. Chairs will be located in research institutions with sound track records of collaborating with the national scientific granting councils from each of the four countries. IDRC and a national scientific granting agency from each of the four countries will manage the selection process.
XM-DAC-41114-OUTPUT-00095145	1	16010	Evaluaciones de diseño y diagnóstico de cuatro programas de la CDI para identificar áreas de mejora, así como diseño e instrumentación de un sistema de monitoreo y evaluación que permita medir los resultados de los cuatro programas de la CDI.
XM-DAC-41114-OUTPUT-00085488	1	51010	This Enabling Activity project will assist Mexico to prepare its Sixth NC, including a Biennial Update Report (BUR) to the UNFCCC.
XM-DAC-41114-OUTPUT-00092776	1	16010	Integral model of inclusive attention and care for children with minor and moderate disabilities in Early Childcare Facilities
XM-DAC-41304-912MEX4002	CLT	16066	UNESCO Office in Mexico, following the request of the Municipality of Puebla, is developing a methodology for the implementation of the Recommendation on the Historic Urban Landscapes and improve the management of the historic centre.
NL-KVK-27108436-A-04582-02:MX	1	31110	"In February  2014, Oxfam  Mexico  shared  with the Confederation  a Stability  and Growth  Plan, theresult of the process described  above.  This plan outlines  the principle  objectives  and strategies  to strengthen  Oxfam  Mexico over the next three years, and is a follow up of the financial support that was given in 2014 and specifies the financial support needed from the Confederation. The plan is also a basis to orientate a dynamic of greater interaction  programmatic, conceptual and financial -­-   between OMX and OI within the framework of the 2020 vision.After  five  years  as  Oxfam,  Oxfam has demonstrated   the  relevance  and  importance   of  having  a  national  and autonomous Oxfam  in Mexico.  The Oxfam  model  adds value to the work of civil society  in Mexico;  and Oxfam Mexico  supports  the  Confederations  vision  of  being  a more  global  and  representative movement  in  the  fight against poverty and injustice.OMXs Stability and Growth Plan prioritizes four main institutional areas over the next three years:1.	Strengthening Oxfam Mexicos programmatic and campaigns model.2.	Positioning and income generation.3.	Strengthening andinstitutional and administrative development.4.	Strengthening Oxfam Mexicos institutional governance.This proposal responds to priorities 1 and 3 of OMXs plan  strengthening the programmatic and campaigns model; and strengthening the institutional and administrative development, -­-   as well as to Oxfam Mexicos engagement with Oxfam 2020.This proposal responds to OMXs second objective by aiming to contribute to reverse the situation mentioned in the section above. OMX tries to achieve this by training, guidingand supervising indigenous artisan womens social enterprises and eventually positioning them adequately in the market, so that more jobs and decent incomes may be generated in the long run. This project addresses gender-based inequalities that affect rural indigenous women in Mexico, who face a triple discrimination due to their gender, ethnic and cultural belonging, as well as their socio-economic vulnerability. It is expected that these new opportunities will enable artisan women to stabilize their family finances and to trigger an integral positive change in their communities and Mexican society, which will favor the production of healthy food, the respect towards their traditional expressions and, in general, the exercise of their economic, social, cultural and environmental rights. But more than that, this initiative forms part of a broader vision on shifting power relations between men and women throughthe assignment of value to a traditional activity of Mexican artisan women of indigenous origin.Overall objective: Strengthen the entrepreneurial skills of indigenous women who elaborate products for the artisan branch, aiming at their integration in fair trade markets."
XM-DAC-41114-OUTPUT-00095479	1	15110	El Programa  Construye-T tiene por objetivo fortalecer las capacidades de la escuela para desarrollar habilidades socioemocionales en las y los estudiantes, y así mejorar el ambiente escolar en los planteles del nivel medio superior participantes.
XM-DAC-41114-OUTPUT-00092723	1	23010	Minimizar los impactos a la salud y el medio ambiente de los COPs apoyando los compromisos establecidos por México en el marco del Convenio de Estocolmo.
XM-DAC-301-2-108143-001	00005	22040	"In recent years, several Latin American countries have provided computers and connectivity to schools in the hopes of improving the quality and accessibility of educational opportunities. The impact of these interventions on the way students learn and teachers teach has received little research attention; most research to date has been geared to measure""e-readiness.""In addition, little is known about the way information and communication technologies (ICTs) are being used in the classroom.Working with the ministries of education in Colombia, Mexico, Peru, and Uruguay, this project will develop shared methodologies and locally relevant indicators to monitor and measure the use of ICTs in the classroom. The data will provide policymakers with the evidence required to make informed policy decisions to effectively integrate ICTs into education.This project will improve the performance of students in the four participating countries through a more effective and productive deployment of ICTs in the classroom. Government institutions, in particular ministries of education, will improve the way they embrace and deploy innovations.  Further, public resources can be targeted more strategically to respond to issues such as teacher training, curriculum development and increasing social and gender equity. Knowledge of best practices-what works and what doesn't-will increase considerably.  That knowledge will be openly and freely accessible to the global education community and will have an impact on how these innovations are adopted."
XM-DAC-301-2-107231-006	00005	43082	As it affirms its status as a middle- income region, Latin America and the Caribbean has experienced changes in research for development funding. Traditional donors have withdrawn their funding. With stronger economies, governments in the region have increased spending on science, technology, and innovation (STI). They have also enhanced their outgoing international scientific cooperation.Despite the signs pointing to increased regional cooperation in STI for development, there are large knowledge gaps about the details of this type of collaboration. These can only begin to be filled by answering the following questions:-Are efforts to support applied research for development the outcome of deliberate political decisions to support this type of research or the result of a bottom-up demand to dedicate STI resources, or a combination of both?- What proportion of new and existing STI funding is being dedicated to research for development in countries leading the push for more STI funding in the region?- How does each country define this type of applied research?- How do these countries partner with neighbouring countries, or countries facing similar socio-economic challenges, for research for development projects?- What specific research issues do these countries wish to pursue through collaboration with other countries in the Americas?- Is research on the determinants of equitable economic growth and sustainable development present in these work agendas? How?This project will establish four Joint Scientific Chairs for Research for Development in the Americas to support and manage cooperation in research for development in the Americas. This support will be offered in collaboration with local partners (national or state science granting councils or other public research funding agencies) in Brazil, Chile, Colombia, and Mexico. Chairs will focus their research on hemispheric cooperation. They will also examine their country's role in supporting research for equitable and sustainable development at the national and regional levels. They will study and share evidence from successful Latin American cases. In doing so, the Chairs will improve domestic and international communication and coordination on the role of science and research in development. Ultimately, this will help stimulate this type of cooperation in the future.IDRC will contribute a maximum of $200,000 for each Chair to implement a research program which considers the characteristics of each country and its focus area of cooperation within the region. Chairs will be located in research institutions with sound track records of collaborating with the national scientific granting councils from each of the four countries. IDRC and a national scientific granting agency from each of the four countries will manage the selection process.
XI-IATI-IADB-ME-L1170	FM-INC	24040	x
IADB-ME-L1151	FM-FES	24030	To contribute to the development of cogeneration, renewable energy and efficient use of fuels and energy in Mexico, through: (i) financing the expansion of the natural gas distribution network, in order to enable the instalation of cogeneration systems, mainly in the industrial and commercial sectors; (ii) financing cogeneration projects in sectors identified as having high potential.
XM-DAC-301-2-108232-001	00004	43010	Impact Investing (II) aims to generate positive social or environmental impact beyond financial gain, and has grown and matured significantly in the past five years. While little is known about the role of local expertise on impact investing, this local knowledge has the potential to be a strong supportive element for sustainable impact investment. As II continues to gain relevance in international development, IDRC seeks to explore the role it can play and how it might  engage in this field in an effective manner.Through this project, IDRC will explore how Southern-driven research can contribute to the II sector, what type of research/capacity-building activities will be most useful, and for whom. Through a partnership with the Aspen Network of Development Entrepreneurs (ANDE) - a global network of organizations that propels entrepreneurship in emerging markets -- this project will support a scoping study that will map the recent trends on II in Latin America with a specific focus on Brazil, Colombia, and Mexico. It will explore the role and use of local talent, including key challenges and opportunities, using a sex-disaggregated analysis of trends. A round table discussion will feed into the development of the research report, which will include an agenda for action identifying where IDRC might invest further to either complement existing efforts or address gaps in research, leadership or capacity.
XM-DAC-301-2-107961-003	00003	13020	Latin America is home to the greatest inequities in the world, including inequality in access to quality health services. Indigenous peoples have the poorest health in the region, due to such factors as geographic isolation, limited access to safe water, sanitation and food, and a poor understanding of, and sensitivity to, cultural beliefs and practices. Among the indicators of greatest concern is the high rate of maternal mortality. Indigenous women consistently experience higher maternal mortality rates than non-indigenous women in Latin America.Efforts to improve maternal health for indigenous women and adolescent girls must be based on a clear understanding of how to provide and measure high-quality care that ensures adequate health outcomes with dignity. This project examines quality of care from a cultural and a technical perspective in three indigenous communities in Mexico, Peru, and Argentina. Each of these three case studies will explore perceptions of quality care among indigenous women, and will involve collection and analysis of data using a customized framework for quality of care indicators.The study will examine the implementation of integrated health service delivery networks in all the three countries. These networks are designed to coordinate different health providers and services and each country is implementing them differently. The three case studies will examine how the networks positively or negatively influence quality of care processes and outcomes. Results from the individual case studies and from the project as a whole are expected to inform strategies for scaling up efforts to improve quality of maternal care for indigenous populations.Expected outputs include scientific publications in Spanish- and English-language journals, and information sharing via community groups, the local press and social media.
